Sentence,Category,Label,Sentence_Length
mind part life cycl import consid design,aspect evaluation,2,7
person dislik idea manag extens dislik visual studio anyth argu noth annoy,aspect evaluation,2,12
imho fine nuke icon given relianc symbolog size colour negat effect,aspect evaluation,2,11
although realli like willing improv user experi concern would like put,aspect evaluation,2,11
one thing realli dislik atom leav keyboard use mous instal extens,aspect evaluation,2,11
minut worth time experi jar found tri avoid instal packag absolut necessari tri new theme,aspect evaluation,2,15
definit prefer seem like other well,aspect evaluation,2,6
anoth flicker idea larg keep flow also make easier read doc manag extens,aspect evaluation,2,13
like idea think need anoth option everyon might want ever see activ bar,aspect evaluation,2,13
like suggest though multipl set though toggl action would probabl still hide good,aspect evaluation,2,13
push notion workspac platform layer bad area want notion workspac except workbench,aspect evaluation,2,12
exampl sound need know set defin user,aspect evaluation,2,7
full understand purpos propos inspect method,aspect evaluation,2,6
think one issu seem jsx seen differ normal seem work pretti well etc,aspect evaluation,2,13
concern support super set javascript file could potenti make code standard pars complex slow hard maintain,aspect evaluation,2,16
expect superset automat support,aspect evaluation,2,4
think would make sens set option recogn jsx within file enabl disabl per user prefer,aspect evaluation,2,15
extens eslint extens look like best combo get syntax highlight hint,aspect evaluation,2,11
new optiona although sound good creat fragment way snippet imo,aspect evaluation,2,10
imo textmat snippet syntax better peopl use alreadi,aspect evaluation,2,8
bad think seem subset accept also editor like sublim,aspect evaluation,2,9
initi thought would display quick pick two option agre disagre would store choic later execut,aspect evaluation,2,15
sure extens would find use well help guid user set sensit default,aspect evaluation,2,12
make sens write set defin anywher like true throw unless extens contribut use,aspect evaluation,2,13
think main use case write valu set show user set,aspect evaluation,2,10
sure could enforc given end thing end one larg object,aspect evaluation,2,10
think extens react error case way besid mayb show error error case still chang futur want make api,aspect evaluation,2,18
mayb better expos updat like propos wire insid richer object mayb return inspect,aspect evaluation,2,13
would easi writeconfigur method support ugli part need hardcod knowledg file odd concept task debug wire configur servic,aspect evaluation,2,18
like idea make target writeconfigur call implicit extens api howev think cover use case easili,aspect evaluation,2,15
extens point view also think made explicit api extens chang launch configur namespac api task,aspect evaluation,2,15
imho implicit write set key start task launch,aspect evaluation,2,8
make lot sens vscode verifi sinc extens contribut key first place,aspect evaluation,2,11
understand latter valu fals effect valu seem write chang valu,aspect evaluation,2,10
strang alway get wrong file even first debug start stale intern modul,aspect evaluation,2,12
true think duplic,aspect evaluation,2,3
far easier start within vscode instead reus exist one least window,aspect evaluation,2,11
turn quit interest challeng,aspect evaluation,2,4
realli blocker,aspect evaluation,2,2
like vsc without abil use git use daili editor,aspect evaluation,2,9
vscode amaz much atom,aspect evaluation,2,4
love speed integr termin possibl use git,aspect evaluation,2,7
intend clean setup think caus problem,aspect evaluation,2,6
vscode without plugin unus tricki,aspect evaluation,2,5
fuzzi sort reason fast point,aspect evaluation,2,5
interest get inform file watcher,aspect evaluation,2,5
simpler score system plain subsequ search believ extrem fast,aspect evaluation,2,9
still prefer smaller project larger one realli choic use sublim atom,aspect evaluation,2,11
hit sshfs network mount everi find request feasibl,aspect evaluation,2,8
blurri realli annoy,aspect evaluation,2,3
window instal monitor without scale absolut tedious say least like preserv eyesight next year,aspect evaluation,2,14
realli strang bug blurry occur special situat file,aspect evaluation,2,8
suspect lot slow experienc fuzzi search use sshfs vscode remak request build directori structur unnecessarili,aspect evaluation,2,15
font look similar size still look bad,aspect evaluation,2,7
understand idea creat ide engin web browser,aspect evaluation,2,7
realli hard tell select text select match,aspect evaluation,2,7
think rais even interest question,aspect evaluation,2,5
one possibl optim split file line match found,aspect evaluation,2,8
sure sure new user set work great,aspect evaluation,2,7
seem would solv problem fair simpli user could provid whatev color want,aspect evaluation,2,12
realli help code allow user specifi set theme choic overridden univers,aspect evaluation,2,11
approach comput sound like good fix well certain easier conserv,aspect evaluation,2,10
also want see kind filter search abil complex case allow custom queri textual label match,aspect evaluation,2,15
also thought might make sens abl view inform file underneath file insid file explor expos command could keybound conveni rather complet new viewlet,aspect evaluation,2,23
actual total agre everyth said would much rather code standard way implement consist across languag,aspect evaluation,2,15
sens outlin closer minimap instead viewlet believ,aspect evaluation,2,7
imo symbol search outlin view serv differ use case,aspect evaluation,2,9
articl good job explain impact differ advantag differ sign polici,aspect evaluation,2,10
sign commit total stupid fact real secur implic,aspect evaluation,2,8
vscode great enjoy use daili lack multipl instanc pain must open anoth editor view multipl project file side side,aspect evaluation,2,19
besid summari also like folder one applic data one extens,aspect evaluation,2,10
understand multipl window provok mani technic problem middl ground believ safer feasibl approach idea taken ide,aspect evaluation,2,16
split editor great anymor two effici,aspect evaluation,2,6
think peopl realli want open singl instanc vscode allow undock tab move tab window much like visual studio,aspect evaluation,2,18
think encourag use admin right within vscode instead permiss elev dialog would probabl better allow specif place root user data,aspect evaluation,2,20
